CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,HIBNature,HIBAlleged,HIBConfirmed,TotalHIBInvestigations,Year
21,MERCER,1950,HAMILTON TWP,245,SUNNYBRAE ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,245,SUNNYBRAE ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,No Identified Nature,1,0,1,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Other,1,1,2,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Race,0,1,1,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,250,UNIVERSITY HEIGHTS ELEMENTARY SCHOOL,Sexual Orientation,0,1,1,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Disability,1,0,1,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,No Identified Nature,2,0,2,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Other,1,1,2,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Race,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,260,YARDVILLE ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Gender,0,1,1,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,No Identified Nature,4,0,4,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Other,2,0,2,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Race,1,1,2,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,1950,HAMILTON TWP,270,YARDVILLE HEIGHTS ELEMENTARY SCHOOL,Sexual Orientation,0,1,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Ancestry,1,0,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Disability,1,0,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Gender,2,0,2,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Other,5,1,6,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Race,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Religion,1,1,2,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,030,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,No Identified Nature,1,0,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Other,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Race,2,0,2,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,035,BEAR TAVERN ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Other,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Race,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,040,TOLL GATE GRAMMAR SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Other,1,0,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Race,0,1,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,055,HOPEWELL ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Other,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Race,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Religion,0,1,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,065,STONY BROOK ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Ancestry,1,0,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Disability,3,1,4,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Gender,0,4,4,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,No Identified Nature,2,0,2,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Other,5,2,7,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Race,1,0,1,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Religion,2,1,3,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,075,TIMBERLANE MIDDLE SCHOOL,Sexual Orientation,1,0,1,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Ancestry,0,1,1,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Gender,3,0,3,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,No Identified Nature,2,0,2,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Other,7,1,8,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Race,2,5,7,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Religion,1,1,2,2017-18
21,MERCER,2580,LAWRENCE TWP,040,LAWRENCE HIGH SCHOOL,Sexual Orientation,1,3,4,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Disability,1,1,2,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Gender,0,4,4,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,No Identified Nature,8,0,8,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Other,2,9,11,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Race,2,4,6,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,050,LAWRENCE MIDDLE SCHOOL,Sexual Orientation,2,2,4,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Ancestry,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Disability,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Gender,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,No Identified Nature,3,0,3,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Other,1,3,4,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Race,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Religion,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,070,BEN FRANKLIN ELEMENTARY,Sexual Orientation,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,No Identified Nature,1,0,1,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Other,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Race,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,080,ELDRIDGE PARK SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Ancestry,0,2,2,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Gender,1,3,4,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Other,15,2,17,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Race,2,3,5,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,085,LAWRENCE INTERMEDIATE SCHOOL,Sexual Orientation,2,2,4,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,No Identified Nature,2,0,2,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Other,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Race,0,1,1,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,090,LAWRENCEVILLE ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,No Identified Nature,2,0,2,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Other,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Race,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,2580,LAWRENCE TWP,100,SLACKWOOD ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Other,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Race,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,005,REGIONAL DAY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Disability,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Gender,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Other,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Race,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Religion,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,050,JOSEPH F. CAPPELLO SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Disability,1,0,1,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Gender,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,No Identified Nature,2,0,2,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Other,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Race,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Religion,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,055,MERCER HIGH SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Disability,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Gender,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Other,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Race,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Religion,0,0,0,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,070,MERCER ELEMENTARY SCHOOL,Sexual Orientation,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Ancestry,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Disability,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Gender,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,No Identified Nature,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Other,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Race,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Religion,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,030,MCVS ASSUNPINK CENTER,Sexual Orientation,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Ancestry,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Disability,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Gender,0,1,1,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,No Identified Nature,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Other,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Race,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Religion,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,040,MCVS ARTHUR R. SYPEK CENTER,Sexual Orientation,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Ancestry,0,2,2,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Disability,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Gender,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,No Identified Nature,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Other,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Race,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Religion,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,300,MERCER COUNTY TECHNICAL SCHOOL CULINARY ARTS ACADEMY,Sexual Orientation,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Ancestry,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Disability,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Gender,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,No Identified Nature,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Other,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Race,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Religion,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,302,MERCER COUNTY TECHNICAL SCHOOL STEM ACADEMY,Sexual Orientation,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Ancestry,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Disability,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Gender,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,No Identified Nature,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Other,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Race,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Religion,0,0,0,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,304,MERCER COUNTY TECHNICAL SCHOOL HEALTH SCIENCES ACADEMY,Sexual Orientation,0,0,0,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,Ancestry,0,0,0,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,Disability,0,0,0,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,Gender,0,1,1,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,No Identified Nature,0,0,0,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,Other,0,8,8,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,Race,0,0,0,2017-18
21,MERCER,4255,PRINCETON REGIONAL,050,PRINCETON HIGH SCHOOL,Religion,0,0,0,2017-18
